size,distance_from_center,rooms,price
180,5.74776,6,230000
180,5.74776,6,230000
235,5.74776,5,230000
115,5.39366,4,230000
440,5.37728,7,230000
246,5.23674,5,230000
75,5.09899,4,230000
217,4.934,6,230000
250,4.20169,5,230000
97,4.17331,3,230000
121,4.06245,4,230000
110,4.06245,4,230000
300,3.59195,8,230000
87,3.29482,4,230000
109,3.16964,4,230000
99,3.16964,3,230000
109,3.16964,4,230000
128,2.63446,,230000
130,2.63446,5,230000
80,2.29328,3,230000
74,2.16739,3,230000
90,2.14118,4,230000
80,2.14118,3,230000
109,2.14118,3,230000
102,2.057,3,230000
115,2.057,6,230000
77,1.63052,2,230000
60,1.43364,2,230000
60,1.43364,2,230000
56,1.43364,2,230000
102.2,1.15138,3,230000
80,1.06401,3,230000
127,1.06401,4,230000
94,1.06401,3,230000
127,1.06401,4,230000
94,1.06401,,230000
127,1.05806,4,230000
127,1.05806,3,230000
95,1.01797,3,230000
110,0.907176,4,230000
127,0.848632,4,230000
77,0.691768,2,230000
77,0.691768,2,230000
153,0.622383,4,230000
77.38,0.615798,3,230000
77,0.424649,2,230000
80,0.424649,3,230000
77,0.424649,2,230000
127,0.424649,4,230000
100,0.411135,4,230000
86,0.360957,3,230000
54,0.308738,3,230000
70,0.180963,3,230000
78,0.156989,3,230000
77,0.156989,2,230000
77,0.156989,2,230000
102,0.156989,3,230000
77,0.156989,2,230000
77,0.156989,2,230000
77,0.156989,2,230000
92,0.156989,3,230000
77,0.156989,2,230000
77,0.0246945,2,230000
288,8.15602,,229900
79,1.43364,3,229888
78.82,1.43364,3,229888
85,1.43364,3,229888
92,3.36839,3,229500
92,3.36839,3,229500
92,2.98057,3,229500
92,2.98057,3,229500
92,2.98057,3,229500
92,2.98057,3,229488
92,3.49996,3,229000
92,3.36839,3,229000
114,2.057,5,229000
70,0.424649,3,229000
105,0.156989,4,229000
79,1.43364,3,228888
95,2.9817,4,228500
110,4.06245,4,228300
95,2.78117,4,228300
95,2.67382,4,228264
95.11,2.78117,4,228200
95.11,2.78117,4,228200
114,5.39366,4,228000
106,4.9667,4,228000
83,2.79063,4,228000
95,2.057,4,228000
95,2.057,4,228000
83,2.057,3,228000
106,1.89028,4,228000
106,1.89028,5,228000
87,1.24542,4,228000
87,1.24542,4,228000
92,1.12599,3,228000
92,1.12599,4,228000
82,0.622383,3,228000
91,5.36358,3,227500
103,5.09024,3,227000
103,5.09024,3,227000
103,5.09024,3,227000
103,4.33231,3,227000
103,4.33231,3,227000
106,1.89028,4,226730
114,6.23083,4,226235
77,3.83992,3,225888
81,1.43364,3,225888
81,1.43364,3,225888
77,1.43364,3,225888
81,1.43364,3,225888
80.84,0.825181,3,225888
110,3.57609,4,225500
82,2.67382,3,225500
113,6.23083,4,225126
114,6.23083,4,225125
94,0.424649,4,225024
430,10.4045,6,225000
430,9.31894,10,225000
312,7.77363,6,225000
125,7.20064,4,225000
87,7.20064,4,225000
250,6.97452,7,225000
105,5.09024,2,225000
126,5.09024,4,225000
126,5.09024,4,225000
99,3.83992,4,225000
141,3.8098,6,225000
99,3.56307,4,225000
87,3.28289,4,225000
125,2.21972,4,225000
87,2.057,4,225000
123,1.82865,4,225000
366,1.63052,6,225000
106,1.60348,4,225000
72,1.56083,3,225000
55,1.43364,2,225000
100,1.05806,3,225000
74,1.05806,3,225000
106,1.05806,4,225000
94,0.848632,4,225000
55,0.825181,2,225000
54,0.825181,2,225000
77,0.424649,4,225000
106,0.424649,4,225000
106,0.424649,4,225000
106,0.156989,4,225000
93,3.24775,4,224900
95,2.9817,4,224500
118,2.85759,4,224000
106,7.20064,4,222600
106,2.01541,4,222600
89,7.20064,3,222500
106,1.89028,4,222285
106,1.89028,4,222285
140,7.11614,4,222000
92,2.78117,4,221550
92,2.67382,4,221544
92.31,2.78117,4,221500
92.31,2.78117,4,221500
123,7.20064,4,221400
106,9.71245,4,221000
82,1.68098,4,221000
82,1.43364,2,220888
81.88,1.43364,2,220888
92,2.057,4,220800
90,2.057,3,220769
560,26.7801,8,220000
2023,26.7472,5,220000
240,18.7499,6,220000
432,18.0156,10,220000
483,17.9752,1,220000
483,17.9752,6,220000
230,17.5813,6,220000
430,17.374,8,220000
483,16.49,7,220000
483,16.49,,220000
265,12.6185,10,220000
180,12.2769,9,220000
212,10.8419,,220000
222,10.8419,6,220000
100,9.71245,5,220000
125,9.71245,5,220000
100,9.71245,4,220000
289,9.38009,6,220000
220,9.31894,,220000
320,9.31894,7,220000
320,9.31894,6,220000
320,8.41157,6,220000
390,7.80819,5,220000
127,7.80819,4,220000
200,6.8129,5,220000
172,6.28214,4,220000
323,6.0833,8,220000
172,6.08013,5,220000
200,5.91953,5,220000
172,5.91953,6,220000
172,5.91953,5,220000
172,5.91953,,220000
180,5.91953,4,220000
256,5.91953,5,220000
259,5.91953,6,220000
86,5.91953,5,220000
172,5.91953,5,220000
200,5.50399,,220000
230,5.39366,8,220000
163,5.13976,5,220000
230,5.0247,5,220000
230,5.0247,5,220000
180,5.0247,1,220000
180,4.78557,6,220000
180,4.78557,6,220000
180,4.78557,5,220000
180,4.78557,5,220000
180,4.78557,5,220000
180,4.78557,,220000
180,4.78557,5,220000
104,4.73454,4,220000
193,3.90821,6,220000
90,3.83992,3,220000
80,3.8098,3,220000
88,3.24775,4,220000
88,3.24775,4,220000
94.57,3.16964,4,220000
125,2.98057,4,220000
71,2.34276,3,220000
101,2.34047,4,220000
93,2.14118,4,220000
93,2.14118,4,220000
84,2.057,4,220000
84,2.057,4,220000
90,2.057,3,220000
90,2.057,3,220000
96,2.057,3,220000
82,2.057,3,220000
90,1.76188,3,220000
82,1.76188,2,220000
82,1.76188,3,220000
82.5,1.56083,3,220000
90,1.56083,3,220000
82,1.56083,3,220000
90,1.56083,3,220000
90,1.55985,3,220000
59,1.43364,2,220000
55,1.43364,2,220000
55,1.43364,2,220000
92,1.12599,3,220000
94,1.06401,,220000
100,1.06401,4,220000
100,1.06401,4,220000
100,1.06401,4,220000
174,1.06401,6,220000
96,1.05806,4,220000
88,1.0054,3,220000
93,0.993698,4,220000
109,0.965673,4,220000
71,0.849981,3,220000
66,0.710863,2,220000
75,0.424649,2,220000
84,0.424649,3,220000
82,0.156989,4,220000
89,0.156989,3,220000
230,0.156989,5,220000
58,4.90635,2,219900
97,4.27141,3,219900
72,1.43364,3,219888
90,4.44433,2,219704
90,3.70029,2,219704
90,3.20643,2,219704
90,3.04747,2,219704
112,14.8455,2,219000
110,2.85759,5,219000
104,2.14118,,219000
87,2.057,4,219000
75,2.057,2,219000
104,1.95622,3,219000
99,1.24542,3,219000
87,1.24542,3,219000
110,1.06401,5,219000
110,1.06401,5,219000
110,1.06401,5,219000
110,1.06401,5,219000
110,1.06401,5,219000
110,1.01797,5,219000
110,0.156989,5,219000
83,0.156989,3,219000
87,0.156989,3,219000
84,0.156989,3.5,219000
83,0.0246945,3,219000
137,2.057,3,218976
90,0.623062,4,218888
112,5.09899,3,218400
55,2.14118,2,218350
112,5.74776,4,218000
200,2.74578,1,218000
108,2.52048,4,218000
107,2.057,4,218000
90,4.33231,3,217700
90,3.20643,3,217700
145,9.71245,3,217500
76,2.16739,3,217400
95.5,3.16964,4,217300
73,2.16739,3,217000
73,1.43364,3,216887
88,2.057,4,216261
88,2.057,4,216261
88,2.057,4,216261
88,2.057,4,216261
92,2.67382,4,216200
98,6.77976,3,215600
97,6.77976,3,215600
72,1.06401,3,215460
432,16.49,9,215000
502,9.31894,5,215000
128,7.80819,,215000
413,7.58397,8,215000
413,7.20064,,215000
400,7.20064,10,215000
78,5.78935,4,215000
78,5.78935,3,215000
90,5.70676,3,215000
413,5.23674,,215000
413,5.23674,10,215000
78,5.09024,3,215000
78,5.09024,4,215000
90,5.09024,3,215000
78,4.33231,3,215000
173,4.30986,4,215000
132,4.06245,5,215000
102,3.36839,4,215000
92,3.36839,3,215000
86,3.24775,4,215000
86,3.24775,4,215000
86,3.24775,4,215000
86,3.23992,4,215000
100,2.98057,4,215000
89,2.85759,3,215000
78,2.85759,3,215000
92,2.16739,3,215000
97,1.43364,4,215000
78,1.11384,4,215000
78,1.11384,4,215000
78,1.11384,4,215000
78,1.11384,4,215000
97,0.932008,5,215000
190,4.78557,,214900
173,4.55249,10,214900
192,4.30986,5,214900
77.38,1.43364,2,214888
97,9.71245,4,214412
192,4.57727,4,214000
66,2.14118,2,214000
66,2.057,2,214000
66,1.95622,2,214000
89,0.156989,4,214000
97,6.23083,4,213576
79,0.424649,3,213300
79,0.424649,3,213300
320,9.66143,1,213000
320,9.09402,10,213000
320,9.09402,4,213000
320,9.09402,,213000
396,9.09402,6,213000
107,3.83992,3,213000
85,5.36358,3,212500
101,5.53949,4,212100
101,5.53949,4,212100
66,2.057,2,212100
101,9.71245,3,212000
101,9.71245,4,212000
80,2.14118,2,212000
96,0.424649,3,212000
40,0.156989,1,212000
92,3.16964,5,211888
78.35,1.89028,3,211545
132,3.20643,4,211200
109,1.89028,3,211182
86,1.89028,4,211130
95,3.83992,4,211000
114,6.8129,3.5,210900
85.93,1.89028,4,210900
68,1.43364,3,210888
75.41,1.43364,2,210888
94,1.89028,3,210397
300,9.71245,9,210000
90,9.71245,4,210000
105,9.71245,4,210000
300,9.39322,7,210000
307,9.38009,10,210000
220,8.13179,5,210000
309,8.07256,3,210000
265,7.98225,7,210000
265,7.98225,7,210000
265,7.98225,7,210000
265,7.98225,7,210000
220,7.84599,5,210000
220,7.84599,5,210000
370,7.5944,10,210000
152,7.5354,1,210000
190,6.36535,6,210000
515,6.0833,5,210000
265,6.07807,,210000
100,5.91953,4,210000
180,5.50399,6,210000
180,5.50399,7,210000
194,5.37728,5,210000
305,5.37728,5,210000
72,4.75884,3,210000
168,4.50603,6,210000
230,3.90821,7,210000
85,3.84297,3,210000
72,3.8098,3,210000
119,3.59195,9,210000
91,3.56307,4,210000
91,3.56307,4,210000
152,3.45257,5,210000
90,3.20643,4,210000
90,3.20643,4,210000
90,3.20643,4,210000
110,3.16964,4,210000
150,2.85759,10,210000
113,2.85759,3,210000
84,2.73517,2,210000
105,2.70573,4,210000
81,2.67503,3,210000
120,2.63446,3,210000
105,2.63446,3,210000
81,2.14118,3,210000
81,2.14118,3,210000
87,2.057,3,210000
105,1.63052,4,210000
91,1.56083,4,210000
98,1.56083,4,210000
86,1.40909,3,210000
78,1.06401,3,210000
78,1.06401,3,210000
78,1.06401,3,210000
78,1.06401,3,210000
78,1.06401,3,210000
85,1.05806,3,210000
62,1.0579,2,210000
97,0.970393,4,210000
105,0.691768,4,210000
78,0.623062,3,210000
62,0.548847,2,210000
62,0.548847,3,210000
90,0.308738,3,210000
81,0.156989,3,210000
110,0.156989,3,210000
105,0.156989,4,210000
62,0.156989,2,210000
86,0.156989,3,210000
105,0.0246945,4,210000
295,9.45912,5,209911
59,2.52048,2,209860
300,4.20169,,209500
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
95,6.23083,3,209132
100,9.71245,4,209000
100,9.71245,4,209000
133,7.80819,4,209000
90,5.33391,3,209000
90,5.09024,3,209000
89,5.09024,4,209000
90,5.09024,3,209000
89,5.09024,3,209000
90,5.09024,3,209000
90,5.09024,3,209000
113,5.09024,3,209000
84,2.3617,3,209000
93,1.43364,3,209000
92,0.644219,3,209000
70,0.424649,3,209000
70,0.156989,3,209000
92,0.156989,4,209000
92,0.156989,3,209000
92,0.156989,3,209000
95,0.156989,3,209000
76,1.43364,2,208888
76,1.43364,2,208888
112,4.06245,,208700
95,6.23083,3,208670
95,6.23083,3,208670
139,5.50686,4,208500
85,2.057,3,208348
85,2.057,3,208348
85,2.057,3,208348
96,2.63446,3,208130
123,4.33231,3,208000
120,4.06245,4,208000
80,1.06401,3,208000
80,1.06401,3,208000
80,1.06401,3,208000
72,1.01797,3,208000
65,0.741634,3,208000
72,0.424649,3,208000
80,0.156989,3,208000
72,0.156989,3,208000
85,2.057,3,207980
73,1.43364,3,207888
99,6.23083,4,207501
98.63,3.56307,4,207123
143,9.38009,3,207000
90,7.10026,4,207000
90,5.09024,4,207000
90,5.09024,4,207000
124,4.06245,4,207000
115,3.61967,5,207000
115,3.61967,5,207000
115,3.61967,5,207000
115,3.61967,5,207000
68,3.16964,3,207000
90,1.51172,4,207000
90,1.49218,4,207000
90,0.156989,4,207000
94,7.20064,3,206800
94,2.057,4,206800
94,2.01541,3,206272
94,1.89028,4,206272
67,2.16739,3,206000
86,2.057,3,206000
71,1.43364,3,205888
92,1.89028,4,205595
298,26.7801,4,205000
306,16.9378,6,205000
198,8.66102,6,205000
198,7.84599,5,205000
240,7.5944,5,205000
224,7.20064,8,205000
165,7.20064,3,205000
60,5.64468,2,205000
88,5.09024,3,205000
160,4.52945,4,205000
150,4.35832,10,205000
117,3.55519,4,205000
125,3.16964,4,205000
116,2.70573,5,205000
113,2.63446,3,205000
84,2.52048,3,205000
103,2.34047,4,205000
110,2.14118,3,205000
66,2.14118,2,205000
74,2.14118,3,205000
139,2.057,5,205000
125,2.057,4,205000
63,2.057,3,205000
103,1.5758,4,205000
103,1.32601,4,205000
92,1.15138,3,205000
77,1.12367,2,205000
97,1.05038,4,205000
54,0.825181,2,205000
103,0.424649,4,205000
72,0.409057,3,205000
103,0.156989,4,205000
103,0.156989,4,205000
103,0.156989,4,205000
98,0.156989,4,205000
264,10.4045,,204900
61,4.90635,2,204900
94,2.14118,3,204900
81,4.90635,2,204120
78,3.47996,3,204000
108,3.36839,4,204000
108,3.36839,5,204000
87,3.16964,4,204000
88,3.16964,4,204000
86,3.16964,4,204000
86,3.16964,4,204000
120,2.14118,4,204000
88,2.057,4,204000
91,1.0579,3,204000
113,0.156989,4,204000
71,1.43364,3,203888
97,6.23083,4,203868
103,7.20064,4,203750
143,6.77913,3,203750
143,6.51185,3,203750
103,5.72892,3,203750
78.35,1.89028,3,203710
102,3.16964,4,203460
95,3.16964,5,203325
370,15.5261,5,203000
66,2.16739,3,203000
72,1.43364,3,202888
61,1.43364,2,202888
72,1.43364,3,202888
99,6.23083,3,202683
92,7.20064,4,202400
92,7.20064,4,202400
94,3.83992,3,202000
80.55,3.59195,3,202000
61,1.43364,2,201888
92,1.89028,4,201564
122,4.44433,3,201300
122,4.33231,3,201300
122,3.70029,3,201300
122,3.20643,3,201300
122,3.04747,3,201300
61,1.43364,2,200888
96,3.16964,4,200550
96,3.16964,4,200550
96,3.16964,4,200550
96,2.67382,4,200550
96,2.67382,4,200550
124,4.06245,5,200500
350,17.5813,10,200000
270,16.49,,200000
600,13.1723,5,200000
203,12.4027,5,200000
288,10.4045,8,200000
400,10.4045,5,200000
360,10.4045,8,200000
330,10.4045,,200000
286,10.4045,6,200000
120,9.71245,5,200000
273,7.80819,6,200000
116,7.27721,5,200000
300,7.20064,8,200000
145,7.20064,4,200000
180,7.11614,4,200000
267,7.10026,8,200000
160,7.06187,5,200000
132,6.17354,6,200000
104,6.01333,3,200000
132,5.72892,6,200000
132,5.45091,6,200000
108,5.39366,4,200000
100,5.39366,3,200000
265,5.37728,9,200000
75,5.09899,3,200000
200,5.09899,6,200000
70,5.09024,4,200000
43,4.96553,3,200000
78,4.75884,3,200000
200,4.57727,1,200000
90,4.30986,4,200000
61,3.78758,2,200000
145,3.59195,4,200000
109,3.31788,5,200000
87,3.16964,4,200000
61,2.96816,2,200000
86,2.67503,4,200000
86,2.30983,4,200000
126,2.23724,4,200000
114,2.16739,4,200000
70,2.14118,3,200000
80,2.057,4,200000
77,1.86306,3,200000
100,1.63052,3,200000
67,1.63052,3,200000
96,1.56083,4,200000
53,1.43364,2,200000
80,1.06401,3,200000
80,1.06401,3,200000
96,1.06401,3,200000
80,1.06401,3,200000
88,1.0579,4,200000
67,0.60442,2,200000
70,0.60442,3,200000
67,0.60442,3,200000
67,0.60442,3,200000
67,0.60442,3,200000
67,0.60442,3,200000
67,0.60442,3,200000
67,0.60442,3,200000
67,0.60442,3,200000
67,0.578949,3,200000
74,0.424649,3,200000
67,0.424649,4,200000
64,0.424649,3,200000
70,0.424649,3,200000
70,0.424649,3,200000
70,0.424649,3,200000
67,0.424649,3,200000
70,0.424649,3,200000
73,0.424649,2,200000
118,0.411135,4,200000
104,0.156989,4,200000
70,0.156989,3,200000
90,0.156989,4,200000
81,0.156989,3,200000
67,0.156989,3,200000
99,9.71245,4,199999
78,3.8098,3,199999
65,1.43364,2,199990
65,1.43364,2,199990
65,0.825181,2,199990
218,10.4045,10,199900
402,10.4045,9,199900
225,8.41157,,199900
198,7.84599,10,199900
450,5.91953,6,199900
106,5.04594,4,199900
92,2.67503,3,199900
120,1.63052,3,199900
71,0.424649,3,199900
104,0.156989,4,199900
100,3.20643,4,199888
105,3.16964,4,199888
61,1.43364,2,199888
61,1.43364,2,199888
97,6.23083,3,199772
97,6.23083,3,199772
99,6.01907,4,199680
240,11.2391,6,199500
105,3.82023,4,199500
100,3.36839,4,199500
93,3.36839,4,199500
100,3.36839,4,199500
100,2.98057,4,199500
65,1.43364,2,199500
95,6.23083,3,199185
445,16.49,3,199000
445,16.49,10,199000
390,11.7119,8,199000
399,11.4896,10,199000
200,10.8419,2,199000
402,10.4045,,199000
474,10.4045,10,199000
200,9.71245,5,199000
79,9.71245,5,199000
200,8.41157,3,199000
156,8.04455,6,199000
405,7.5944,8,199000
160,6.77976,10,199000
93,5.29784,3,199000
116,4.78557,4,199000
105,3.56307,4,199000
109,3.16964,3,199000
109.33,3.16964,3,199000
94,2.70644,4,199000
107,2.057,4,199000
70,2.057,3,199000
87,1.91115,3,199000
70,1.56083,3,199000
97,1.48815,4,199000
91,1.32601,3,199000
91,1.32601,3,199000
91,1.1719,3,199000
91,1.14995,3,199000
91,1.06401,3,199000
91,1.06401,3,199000
91,1.06401,3,199000
98,0.966912,3,199000
67,0.660407,3,199000
84,0.424649,3,199000
72,0.424649,3,199000
79,0.424649,3,199000
83,0.414536,3,199000
83,0.414536,3,199000
83,0.351823,3,199000
110,0.345283,4,199000
125,0.156989,4,199000
83,0.156989,3,199000
97,0.156989,5,199000
109,3.16964,4,198888
105,7.20064,3,198607
106,7.20064,3,198607
80,4.90635,2,198400
64,1.5758,2,198400
142,7.97201,4,198000
142,7.97201,5,198000
90,4.33231,3,198000
102,4.06245,4,198000
63,2.14118,2,198000
92,2.057,5,198000
103,2.057,3,198000
88,1.89028,3,198000
89,1.49218,4,198000
92,1.15138,4,198000
80,0.897083,4,198000
90,0.554301,4,198000
90,0.554301,4,198000
89,0.156989,4,198000
104,2.9817,4,197600
80,2.67382,3,197600
85,0.424649,3,197000
56,0.825181,1,196888
109,3.16964,4,196000
109,3.16964,4,196000
109,3.16964,3,196000
109,2.057,3,196000
109,2.057,4,196000
89.4,1.56083,4,196000
73,0.716527,2,195900
71,1.43364,3,195888
82,4.78557,3,195500
250,17.5813,6,195000
200,14.8455,,195000
320,8.66102,7,195000
113,7.20064,4,195000
113,7.20064,4,195000
220,6.64683,5,195000
105,6.01333,5,195000
105,5.88604,3,195000
190,5.37728,5,195000
89.5,5.14228,3,195000
100,4.79129,3,195000
100,4.79129,3,195000
100,4.79129,3,195000
100,4.79129,3,195000
182,4.78557,5,195000
115,4.39265,4,195000
120,4.06245,5,195000
120,4.06245,4,195000
120,4.06245,5,195000
120,4.06245,4,195000
120,4.06245,4,195000
159,3.90821,,195000
94,3.56307,4,195000
113,3.48575,4,195000
120,3.31277,4,195000
78,3.24775,3,195000
78,3.16964,3,195000
78,2.87305,3,195000
78,2.84337,3,195000
119,2.70573,5,195000
74,2.3617,3,195000
74,2.3617,3,195000
110,2.26056,4,195000
77,2.16739,3,195000
65,2.14118,3,195000
89,2.057,3,195000
78,2.057,3,195000
78,2.057,3,195000
110,1.89028,4,195000
96,1.89028,4,195000
77,1.80938,3,195000
97,0.970393,3,195000
77,0.424649,2,195000
90,0.424649,4,195000
103,0.156989,4,195000
65,0.156989,3,195000
97,9.71245,4,194920
80,9.71245,4,194900
88,2.01541,3,194128
88,1.89028,3,194128
78,2.84337,3,194000
84,2.057,4,194000
74,1.05806,3,193900
55,1.43364,2,193888
55,1.43364,2,193888
88,7.20064,3,193600
88,2.01541,3,193600
87,2.98057,3,193500
87,1.89028,3,193500
92.13,2.84337,4,193473
110,7.20064,4,193000
88,2.34323,3,193000
75,2.32942,3,193000
110,1.98259,4,193000
73,1.83145,3,193000
110,1.75873,4,193000
110,1.51172,4,193000
92,1.24542,4,193000
100,1.24542,4,193000
74,0.156989,2,193000
94,9.71245,3,192700
77,7.20064,3,192500
78.35,1.89028,3,192300
87,9.71245,3,192000
280,9.31894,9,192000
100,6.1321,4,192000
135,4.20169,4,192000
65,0.0246945,3,192000
67,1.43364,2,191888
88,1.06401,4,191800
79,0.156989,3,191180
106,7.36471,4,191000
79,4.33231,3,191000
79,3.20643,3,191000
57,2.14118,2,190950
79,5.09024,3,190914
87,9.71245,3,190900
87,3.20643,3,190674
72,2.9817,3,190634
264,16.49,5,190000
300,10.8489,8,190000
469,9.9554,4,190000
500,9.71245,5,190000
110,9.71245,4,190000
427,8.63667,10,190000
428,8.41157,8,190000
200,8.34235,7,190000
176,7.8175,5,190000
94,7.38714,3,190000
180,7.20064,8,190000
94,7.20064,4,190000
127,6.57299,4,190000
290,6.49376,8,190000
103,6.06306,4,190000
102,5.92751,4,190000
95,5.92751,4,190000
58,5.29784,3,190000
325,4.51105,1,190000
100,4.33231,5,190000
80,4.33231,3,190000
94,3.56307,3,190000
85,2.14118,3,190000
85,2.14118,4,190000
85,2.13541,4,190000
247,1.63052,6,190000
130,1.43593,5,190000
59,1.43364,2,190000
112,1.43364,4,190000
60,1.43364,2,190000
59,1.43364,2,190000
112,1.32601,4,190000
112,1.32601,4,190000
130,1.32601,5,190000
85,1.06401,3,190000
65,1.06401,3,190000
65,1.06401,3,190000
78,1.06401,3,190000
80,1.01797,3,190000
94,1.0054,4,190000
65,0.848632,3,190000
96,0.424649,5,190000
79.24,0.411135,2,190000
54,0.411135,2,190000
310,0.156989,,190000
77,0.156989,2,190000
90,0.156989,3,190000
130,0.156989,5,190000
98,0.156989,4,190000
65,0.156989,3,190000
85,0.156989,3,190000
72,5.86727,3,189990
91,5.92751,4,189900
90,3.82023,5,189900
105,2.63446,3,189900
73,2.16739,2,189900
105,1.63052,4,189900
97,0.156989,3,189900
78,5.09024,2,189583
78,4.44433,3,189583
78,3.70029,3,189583
78,3.20643,3,189583
78,3.04747,3,189583
78,5.09024,3,189582
96,3.16964,6,189024
208,7.62878,5,189000
294,7.35684,6,189000
92,6.34408,3,189000
72,6.0833,3,189000
294,4.9886,7,189000
86,4.66351,3,189000
129,4.47562,5,189000
129,3.90821,5,189000
129,3.90821,5,189000
129,3.90821,5,189000
129,3.90821,5,189000
91,3.56307,4,189000
92,3.56307,4,189000
91,3.56307,4,189000
91,3.56307,4,189000
91,3.56307,4,189000
91,3.54341,4,189000
91,3.48995,4,189000
67,3.16964,1,189000
85,2.99064,4,189000
85,2.99064,4,189000
92,2.70644,4,189000
126,2.5322,3,189000
129,2.24597,5,189000
85,2.14118,4,189000
69,2.057,3,189000
129,1.63052,5,189000
55,1.63052,2,189000
89,1.53112,4,189000
56,1.43364,2,189000
141,1.15138,4,189000
55,0.492172,2,189000
55,0.424649,2,189000
58,0.424649,3,189000
55,0.414536,3,189000
55,0.414536,2,189000
58,0.180963,2,189000
88,0.156989,3,189000
88,0.156989,3,189000
55,0.156989,2,189000
62,0.0827487,3,189000
78,3.04747,3,188760
82,2.057,3,188600
81,3.16964,3,188500
188,9.39322,5,188000
254,7.06187,,188000
318,6.67738,5,188000
127,5.74776,5,188000
127,5.74776,5,188000
86.24,5.14228,3,188000
78,2.3504,3,188000
80,2.16739,3,188000
64,2.057,2,188000
82,1.15138,3,188000
77,1.06401,4,188000
88,1.06401,4,188000
88,1.06401,3,188000
89,0.966912,3,188000
83,9.71245,3,187850
83,9.71245,3,187850
83,9.71245,3,187850
83,9.71245,3,187850
170,7.11614,7,187000
173,6.17354,5,187000
110,4.79129,4,187000
95,4.1511,5,187000
95,4.1511,4,187000
64,1.06625,3,187000
54.92,1.43364,1,186888
56,1.43364,2,186888
120,4.78557,4,186000
120,4.78557,4,186000
93,2.9817,4,186000
70,2.96816,3,186000
96,2.61661,3,186000
65,0.0827487,3,186000
93,9.71245,4,185980
55,1.43364,2,185888
55,1.43364,2,185888
88.26,3.56307,4,185346
227,15.5261,6,185000
160,10.3071,9,185000
438,8.41845,,185000
240,8.41157,5,185000
106,8.15602,5,185000
132,7.47259,6,185000
132,7.38714,5,185000
132,7.38714,6,185000
124,7.20064,3,185000
100,6.8129,3.5,185000
300,6.58501,,185000
508,6.20116,,185000
69,6.0833,3,185000
95,6.01333,4,185000
122,5.9807,4,185000
113,5.93544,4,185000
107,5.92751,4,185000
100,5.09899,4,185000
92,5.09899,4,185000
124,4.8742,4,185000
124,4.8742,4,185000
124,4.84875,3,185000
200,4.669,5,185000
202,3.90821,4,185000
106,3.83992,4,185000
80,3.83992,3,185000
176,3.83992,2,185000
69,3.16964,3,185000
78,3.16964,3,185000
78,3.16964,3,185000
180,3.01256,5,185000
128,3.00897,4,185000
200,2.98337,6,185000
60,2.53084,2,185000
73,2.16739,3,185000
72,2.16739,3,185000
64,2.16739,2,185000
99,2.14118,5,185000
72,2.14118,3,185000
67,2.12852,3,185000
58,2.057,2,185000
64,2.057,2,185000
64,2.057,2,185000
64,2.057,2,185000
64,2.057,2,185000
72,2.057,3,185000
85,1.95612,3,185000
98,1.94677,4,185000
115,1.92489,4,185000
106,1.88458,4,185000
95,1.88458,4,185000
64,1.79684,2,185000
58,1.56083,2,185000
96,1.56083,4,185000
96,1.56083,3,185000
106,1.56083,4,185000
106,1.56083,4,185000
85,1.5106,4,185000
106,1.48815,4,185000
96,1.32794,4,185000
80,1.11313,3,185000
80,1.1102,3,185000
80,1.10678,3,185000
80,1.09031,3,185000
64,1.06401,3,185000
105.58,1.06401,,185000
64,1.06401,3,185000
96,1.0579,4,185000
96,1.05038,4,185000
64,1.0054,3,185000
64,0.994872,3,185000
80,0.932008,3,185000
57,0.825181,2,185000
74,0.424649,3,185000
74,0.424649,3,185000
77,0.424649,3,185000
77,0.424649,3,185000
79,0.414536,3,185000
80,0.394769,3,185000
96,0.308738,4,185000
111,0.156989,4,185000
96,0.156989,4,185000
106,0.156989,4,185000
77,0.156989,3,185000
85,0.156989,4,185000
415,1.63052,5,184900
73,1.88458,3,184800
77,0.156989,3,184800
193,9.38009,7,184000
66,2.67382,3,184000
66,2.67382,3,184000
66,2.14118,3,184000
66,2.057,3,184000
81,2.057,3,184000
65,1.05806,3,184000
80,0.691768,3,184000
54,1.43364,2,183888
84,6.36535,3,183700
62,4.69648,2,183000
122,4.44433,4,183000
62,4.29808,2,183000
66,0.424649,2,183000
188,7.80819,3,182900
56,1.43364,2,182900
73,3.59195,3,182500
86,3.16964,4,182329
93,3.16964,3,182329
93,3.16964,4,182329
100,9.71245,3,182000
70,9.71245,3,182000
73,7.20064,,182000
205,5.47531,6,182000
93,4.48386,4,182000
98,3.47996,2,182000
87,3.16964,4,182000
94,1.95259,4,182000
94,1.90083,4,182000
94,1.60348,4,182000
94,0.156989,4,182000
58,1.43364,2,181888
94,1.90083,4,181800
94,0.156989,4,181700
80,9.71245,3,181650
89,6.36535,4,181603
96,2.057,5,181400
95,4.5066,3,181000
100,3.16964,4,181000
125,2.70644,5,181000
78,2.85759,4,180965
67,0.424649,3,180900
58,1.43364,2,180888
53,1.43364,2,180888
53.99,1.43364,1,180888
81,5.14228,3,180410
65,1.43364,2,180100
60,78.9274,,180000
350,17.624,12,180000
160,15.9477,1,180000
