size,distance_from_center,rooms,price
151,7.58397,,144900
115,4.17599,4,144900
115,4.17599,4,144900
65,3.90765,3,144900
65,3.90765,3,144900
85,3.8098,4,144900
85,3.8098,4,144900
85,3.8098,4,144900
280,1.63052,6,144900
60,1.05806,3,144900
85,5.74776,3,144500
62,1.06401,3,144500
72,9.71245,3,144240
48,2.67382,2,144000
95,6.01333,5,143888
89,7.38714,4,143000
72,7.20064,4,143000
115,6.77976,4,143000
67,5.09024,2,143000
67,5.09024,2,143000
101,4.78557,3,143000
65,4.20169,3,143000
67,4.19315,2,143000
73,3.83992,3,143000
72,3.56307,4,143000
80,2.057,3,143000
65,1.56083,3,143000
69,1.43364,2,143000
69,0.614147,3,143000
67,5.09024,2,142800
67,4.33231,2,142800
101.38,2.70644,3,142750
57.46,2.70644,3,142750
74,3.16964,3,142693
72,3.16964,3,142693
74,3.16964,3,142693
75,4.8742,3,142500
79,9.71245,4,142200
60.34,4.06245,3,142200
30.34,4.06245,3,142200
58,2.70344,2,142000
71,3.28916,3,141960
71,3.27971,3,141960
71,3.27797,3,141960
71,3.27572,3,141960
87,6.23083,4,141888
66,6.23083,3,141835
74.24,4.57727,3,141056
135,9.71245,1,141000
57,2.9817,2,141000
93,5.64468,3,140900
71,7.10026,3,140800
63.85,2.9817,3,140470
85,8.15602,,140250
70,4.57727,3,140080
240,33.3736,,140000
150,33.3736,,140000
390,26.7801,11,140000
250,18.8911,5,140000
300,17.5813,9,140000
263,17.5813,6,140000
321,16.49,6,140000
220,16.49,6,140000
250,16.49,5,140000
265,15.5261,4,140000
258,15.5261,5,140000
265,15.5261,4,140000
410,15.5261,11,140000
242,15.5261,,140000
250,14.8455,7,140000
225,12.4263,3,140000
53,11.489,10,140000
385,10.288,4,140000
300,9.92174,6,140000
311,9.81498,1,140000
81,9.71245,4,140000
74,9.71245,3,140000
71,9.71245,3,140000
74,9.71245,3,140000
74,9.71245,3,140000
250,9.39322,7,140000
210,9.38009,10,140000
265,9.31894,4,140000
180,9.31894,5,140000
300,9.25905,5,140000
119,8.42182,4,140000
300,8.41845,6,140000
311,8.41845,5,140000
235,8.33181,5,140000
80,8.15602,3,140000
160,7.57738,5,140000
160,7.48647,6,140000
68,7.38714,3,140000
68,7.38714,3,140000
88,7.38714,4,140000
72,7.38714,3,140000
105,7.25097,4,140000
106,7.20064,3,140000
84,7.20064,4,140000
105,6.77976,4,140000
105,6.72591,4,140000
105,6.23083,4,140000
74,6.0833,3,140000
78,6.02094,3,140000
81,6.01333,4,140000
72,5.9807,2,140000
96,5.64468,4,140000
74,5.47757,3,140000
120,5.37728,4,140000
70,5.30318,2,140000
66,5.30318,2,140000
72,5.29784,3,140000
72,5.29784,3,140000
72,5.29784,4,140000
118,5.27419,4,140000
80,5.09899,3,140000
68,5.09899,3,140000
72,4.52945,3,140000
68,4.49725,3,140000
39,4.27874,2,140000
71,4.20169,3,140000
71,4.20169,3,140000
71,4.20169,3,140000
68,4.1511,3,140000
80,4.06245,3,140000
184,3.96746,7,140000
119,3.90821,5,140000
93,3.90821,3,140000
127,3.90821,6,140000
49,3.83992,2,140000
100,3.60511,4,140000
78,3.56307,4,140000
75,3.56307,4,140000
73,3.54681,3,140000
70,3.54341,2,140000
84,3.54341,4,140000
74,3.52113,3,140000
80,3.25484,3,140000
71,3.20643,3,140000
71,3.20643,3,140000
61,3.16964,3,140000
63,3.16964,3,140000
110,3.16964,4,140000
62,3.16964,3,140000
78,2.9817,4,140000
61,2.9817,3,140000
75,2.70644,5,140000
84,2.70573,4,140000
56,2.67382,2,140000
96,2.61661,4,140000
77,2.34047,2,140000
110,2.16739,4,140000
63,2.16739,3,140000
71,2.14118,3,140000
44,2.057,2,140000
45,2.057,2,140000
110,2.057,4,140000
63,2.057,3,140000
70,1.89028,3,140000
82,1.88458,3,140000
68,1.76199,2,140000
68,1.76199,2,140000
68,1.76199,2,140000
68,1.76199,2,140000
71,1.64318,3,140000
286,1.63052,5,140000
134,1.63052,4,140000
64,1.63052,3,140000
58,1.5106,2,140000
68,1.32601,2,140000
150,1.15138,4,140000
71,1.06401,3,140000
70,1.06401,3,140000
70,1.06401,3,140000
74,1.06401,3,140000
71,1.06401,3,140000
79,0.848632,2,140000
64,0.846868,3,140000
71,0.424649,3,140000
63,0.424649,3,140000
62,0.424649,2,140000
66,0.424649,3,140000
64,0.414536,3,140000
50,0.411135,2,140000
68,0.308738,3,140000
69,0.156989,2,140000
80,0.156989,3,140000
71,0.156989,3,140000
56,0.156989,3,140000
64,0.156989,2,140000
68,0.156989,2,140000
74,0.156989,3,140000
79,3.16964,4,139950
110,9.71245,,139900
93,9.71245,10,139900
346,9.31894,6,139900
88,7.46965,4,139900
96,7.25097,4,139900
91,6.23083,4,139900
93,5.9315,3,139900
88,5.92751,4,139900
93,5.09899,3,139900
76,2.82494,3,139900
76,2.67382,3,139900
76,2.16739,3,139900
61,2.057,3,139900
53,9.71245,3,139888
82,5.74776,4,139888
93,7.25097,3,139500
93,7.25097,3,139500
66,4.06245,3,139500
54,3.79518,2,139500
43,3.79518,2,139500
60.37,2.70644,3,139450
96,2.61661,4,139200
268,30.044,5,139000
129,15.4883,10,139000
200,9.09402,4,139000
140,8.87002,5,139000
93,7.25097,4,139000
93,7.25097,4,139000
124.49,7.11614,4,139000
114,6.78624,4,139000
108,6.77976,4,139000
108,6.77976,4,139000
108,6.77976,5,139000
93,6.77976,4,139000
108,6.77976,3,139000
93,6.72591,4,139000
93,6.23083,4,139000
81,5.8799,3,139000
81,5.8799,3,139000
87,5.7206,4,139000
70,5.09899,3,139000
116,3.90821,4,139000
115,3.90821,4,139000
60,3.84297,3,139000
56,3.83992,2,139000
74,2.96816,3,139000
96,2.61661,4,139000
92,2.16739,5,139000
88,2.16739,4,139000
60,2.057,4,139000
56,2.057,2,139000
56,2.057,2,139000
56,2.057,2,139000
56,1.56083,2,139000
56,1.56083,2,139000
46,1.06401,2,139000
46,1.06401,2,139000
47,0.411135,3,139000
145,0.156989,3,139000
67,4.06245,3,138850
75,9.71245,4,138750
63,2.057,3,138600
66,1.51172,3,138600
70,4.20169,3,138500
64,6.23083,3,138266
255,26.7801,6,138000
66,9.71245,3,138000
66,9.71245,3,138000
111,6.35937,5,138000
114,6.29679,5,138000
126,6.25728,5,138000
126,5.37728,5,138000
120,5.37728,4,138000
111,5.37728,5,138000
74,3.91415,3,138000
120,3.91382,5,138000
66,3.16964,3,138000
64,2.3617,3,138000
63,2.057,1,138000
61,0.848632,2,138000
63,0.424649,3,138000
62,0.156989,3,138000
69,0.156989,2,138000
74,3.84297,3,137900
68,7.20064,2,137500
68,4.30986,2,137500
57,3.13387,2,137500
57,3.13387,2,137500
69,6.23083,3,137154
84,9.71245,4,137000
78,9.71245,3,137000
86,9.71245,3,137000
110,7.9449,4,137000
66,7.84599,5,137000
135,7.11614,5,137000
94,6.63629,10,137000
80,2.98057,3,137000
57,2.98057,3,137000
42,1.24542,2,137000
55,0.411135,2,137000
74,9.71245,3,136900
80,3.36839,3,136888
65,5.09024,1,136500
78,4.25823,3,136500
88,7.20064,5,136400
88,4.79435,4,136400
88,4.49736,5,136400
59,2.70644,3,136400
57,2.70644,3,136400
57,2.70644,2,136400
67,6.01907,3,136180
72,9.71245,3,136000
68,4.06245,3,136000
57,2.67382,3,136000
69,1.08186,3,136000
69,1.08186,3,136000
69,1.08186,3,136000
69,1.08186,3,136000
71,0.156989,3,136000
59,7.20064,2,135700
58,2.01541,2,135194
59,1.89028,2,135194
320,26.7801,9,135000
130,18.0548,1,135000
128,17.5813,10,135000
140,17.5813,5,135000
127.95,17.5813,5,135000
200,17.5813,8,135000
114,17.5813,5,135000
100,16.49,,135000
188,15.5261,4,135000
210,15.5261,,135000
136,15.5261,5,135000
188,15.5261,4,135000
300,15.4883,9,135000
188,15.0862,4,135000
160,13.1723,4,135000
240,11.7119,7,135000
240,11.4398,1,135000
173,11.3487,,135000
220,10.6595,4,135000
128,9.71245,4,135000
74,9.71245,3,135000
74,9.71245,3,135000
74,9.71245,3,135000
64,9.71245,3,135000
45,9.71245,2,135000
130,9.71245,6,135000
220,9.39322,6,135000
125,8.41157,5,135000
131,8.41157,4,135000
105,8.00292,4,135000
138,7.40108,4,135000
123,7.28015,4,135000
139,7.26763,4,135000
132,6.791,4,135000
75,6.77976,2,135000
79,6.68038,3,135000
150,6.17354,4,135000
244,6.17354,,135000
74,6.0833,3,135000
72,6.01333,2,135000
59,6.01333,2,135000
83,5.9807,3,135000
118,5.93389,5,135000
90,5.92751,4,135000
71,5.91953,3,135000
90,5.91953,3,135000
80,5.29784,3,135000
150,5.10373,5,135000
73,5.05742,3,135000
43,5.05544,3,135000
180,4.8742,5,135000
121,4.78557,5,135000
120,4.57727,4,135000
67,4.55249,4,135000
106,4.49736,4,135000
71,4.37184,3,135000
61,4.06245,3,135000
180,4.00287,1,135000
180,3.96746,7,135000
250,3.87743,6,135000
62,3.83992,2,135000
80,3.83992,3,135000
72,3.20643,3,135000
70,3.20643,3,135000
55,3.16964,2,135000
55,3.16964,2,135000
72,3.16964,3,135000
100,2.96816,4,135000
60,2.85759,3,135000
96,2.61661,4,135000
63,2.52048,2,135000
96,2.40379,4,135000
72,2.16739,3,135000
75,2.16739,4,135000
74,2.16739,3,135000
53,2.16739,2,135000
71,2.15248,3,135000
71,2.15248,3,135000
71,2.15248,3,135000
71,2.15248,3,135000
72,2.057,3,135000
55,2.057,2,135000
72,2.0389,3,135000
60,1.89028,3,135000
480,1.63052,,135000
53,1.49218,2,135000
71,1.43364,3,135000
62,1.27232,3,135000
62,1.23374,3,135000
62,1.15138,3,135000
55,1.06401,3,135000
75,1.01797,2,135000
74,0.897083,4,135000
80,0.424649,3,135000
68,0.156989,3,135000
74,0.156989,3,135000
80,0.156989,3.5,135000
96,2.61661,4,134900
55,1.06401,2,134900
44,0.424649,1,134900
72,2.16739,4,134888
89,5.64468,4,134500
64,7.10026,3,134400
90,7.10026,,134000
62,4.1511,3,134000
44,0.156989,2,134000
81,3.20643,4,133650
81,3.19461,4,133650
81,3.17512,4,133650
81,3.17512,4,133650
81,3.16182,4,133650
81,5.23674,3,133500
85,3.20643,4,133500
81,3.20643,4,133500
63,2.94191,3,133500
60.55,2.9817,3,133210
72,9.71245,3,133200
72,9.71245,3,133200
72,7.38714,3,133000
72,7.25097,3,133000
72,7.23417,3,133000
90,7.06187,4,133000
72,6.77976,3,133000
72,6.36535,3,133000
72,6.36535,3,133000
155,6.35937,5,133000
77,6.1321,3,133000
82,5.7783,3,133000
68,4.1511,3,133000
59,4.06245,3,133000
69,2.42063,3,133000
76,0.645419,3,133000
50,0.351823,2,133000
75,0.156989,3,133000
74,0.156989,3,133000
75,0.156989,3,133000
68,5.09899,3,132600
52,4.32913,2,132500
52,3.8098,2,132500
72,2.67503,3,132500
360,16.8744,3,132000
360,16.8744,4,132000
360,16.49,7,132000
66,9.71245,2,132000
84,7.25097,4,132000
61,7.10026,2,132000
93,6.23083,4,132000
75,4.73454,3,132000
64,4.66351,3.5,132000
64,4.36873,4,132000
68,4.1511,2.5,132000
64,4.1511,4,132000
93,3.90821,4,132000
59,2.9817,3,132000
92,2.94487,4,132000
57.88,2.70644,3,132000
75,2.67503,3,132000
87,1.64318,3,132000
110,1.63052,6,132000
87,1.05806,3,132000
43,0.623062,3,132000
87,0.156989,3,132000
66,3.29755,3,131700
66,3.2941,3,131700
66,3.26531,3,131700
66,3.25813,3,131700
51,3.79518,2,131500
88,7.84599,3,131000
69,6.77976,3,131000
69,6.10481,3,131000
85,4.06245,4,131000
65,3.47996,3,131000
64,3.20643,3,131000
64,6.36535,3,130992
46,3.05761,2,130702
67,7.20064,3,130650
84,7.38714,3,130200
84,4.8742,2,130200
300,26.7801,10,130000
240,26.7801,5,130000
88,26.7472,3,130000
298,26.7472,10,130000
298,26.7472,5,130000
244,20.7061,6,130000
186,18.0352,5,130000
224,15.5261,10,130000
240,13.6699,6,130000
236,13.6699,10,130000
379,13.4181,,130000
180,9.71245,4,130000
236,9.71245,5,130000
120,9.71245,6,130000
66,9.71245,3,130000
75,9.71245,3,130000
308,9.39322,5,130000
210,9.38009,,130000
210,9.38009,,130000
280,9.31894,,130000
191,8.32368,4,130000
178,8.15602,6,130000
210,7.58397,3,130000
97,7.58397,3,130000
208,7.58397,5,130000
85,7.25097,4,130000
147,7.04164,10,130000
95,6.92055,5,130000
95,6.92055,5,130000
95,6.92055,5,130000
95,6.92055,5,130000
130,6.8129,6,130000
75,6.77976,3,130000
66,6.77976,3,130000
77,6.49623,3,130000
87,6.36535,3,130000
119,6.01935,4,130000
196,5.91953,5,130000
130,5.51241,5,130000
75,5.47531,6,130000
96,5.37728,4,130000
84,5.09899,3,130000
90,4.8742,4,130000
55,4.8742,2,130000
49,4.82513,2,130000
71,4.79129,3,130000
72,4.73454,3,130000
65,4.33231,2,130000
100,4.20169,4,130000
100,4.20169,3,130000
69,4.06245,4,130000
180,3.96746,7,130000
65,3.83992,3,130000
69,3.72207,10,130000
100,3.59195,3,130000
75,3.38601,4,130000
72,3.16964,3,130000
70,3.16964,3,130000
58,2.98057,2,130000
52,2.67382,2,130000
52,2.67382,2,130000
107,2.63446,3,130000
52,2.16739,2,130000
68,2.16739,4,130000
48,2.16739,1,130000
68,2.16739,3,130000
72,2.16739,4,130000
42,2.16739,2,130000
52,2.16739,3,130000
72,2.16739,4,130000
42,2.16739,2,130000
68,2.16739,4,130000
52,2.14118,2,130000
48,2.14118,2,130000
48,2.14118,2,130000
84,2.057,4,130000
42,2.057,2,130000
41,2.057,2,130000
60,2.057,3,130000
52,2.057,2,130000
48,2.057,2,130000
41,2.057,2,130000
41,2.057,2,130000
68,2.057,4,130000
48,2.057,2,130000
72,1.97078,3,130000
72,1.97005,3,130000
72,1.96874,3,130000
72,1.96665,3,130000
72,1.95259,3,130000
59,1.89028,2,130000
100,1.83145,4,130000
65,1.60348,3,130000
64,1.32601,3,130000
64,1.32601,2,130000
70,1.06401,3,130000
55,1.06401,3,130000
50,1.06401,2,130000
97,1.06401,3,130000
50,1.05806,2,130000
73,1.05806,3,130000
42,0.932008,2,130000
64,0.932008,2,130000
96,0.836718,3,130000
50,0.660407,2,130000
50,0.660407,2,130000
50,0.623062,2,130000
50,0.424649,2,130000
64,0.424649,3,130000
50,0.424649,2,130000
55,0.424649,3,130000
63,0.424649,2,130000
40,0.411135,2,130000
73,0.411135,3,130000
66,0.156989,2,130000
87,0.156989,3,130000
62,0.156989,2,130000
60,0.156989,2,130000
60,0.156989,2,130000
68,0.156989,2,130000
64,0.156989,2,130000
110,2.63446,5,129990
87,7.05503,3,129900
85,6.61577,4,129900
85,6.61577,4,129900
72,4.83288,3,129900
76,2.63446,3,129900
53,2.057,2,129900
72,2.057,4,129900
60,1.33634,3,129900
42,1.89028,2,129888
67,3.47996,2,129500
42,2.9817,2,129500
45,0.291297,2,129500
61.65,3.16964,3,129465
177,15.5261,5,129000
150,10.2248,6,129000
150,10.2185,4,129000
150,10.2104,6,129000
82,9.71245,3,129000
81,9.71245,3,129000
106,8.41157,3,129000
74,8.15602,2,129000
48,7.20064,2,129000
48,5.98614,2,129000
104,5.74776,4,129000
180,5.37728,,129000
67,5.30318,2,129000
79,4.06245,4,129000
51,4.06245,2,129000
87,3.90821,3,129000
62,3.47996,3,129000
62,3.47996,3,129000
87,3.47996,3,129000
58,3.47996,1,129000
58,3.47996,3,129000
62,3.47996,3,129000
71,3.41115,3,129000
71,3.41115,3,129000
71,3.41115,3,129000
71,3.41115,3,129000
59,3.38999,3,129000
86,2.96816,4,129000
50,2.16739,2,129000
50,2.16739,2,129000
50,2.16739,2,129000
57,1.06401,2,129000
44,0.424649,1,129000
55,0.156989,3,129000
150,10.2228,6,128900
56,9.71245,2,128800
51,4.90635,2,128520
48,1.89028,2,128500
63,4.06245,2,128370
186,15.5261,,128000
79,9.71245,3,128000
64,9.71245,3,128000
320,8.66102,4,128000
80,7.38714,3,128000
80,7.25097,3,128000
62,6.82736,2,128000
86,6.72591,4,128000
75,6.01333,3,128000
58,5.92751,3,128000
79,4.37184,3,128000
66,4.1511,2,128000
43,2.14118,2,128000
43,1.06401,3,128000
40,0.156989,2,128000
40,0.156989,2,128000
64,9.71245,3,127900
64,9.39322,3,127900
64,0.156989,3,127900
58,3.56307,2,127600
58,3.56307,3,127600
58,2.70573,2,127600
59,3.59195,2,127500
58,1.89028,3,127500
79,8.15602,3,127000
90,7.38714,4,127000
132,7.11614,5,127000
117,6.93042,5,127000
118,6.93042,3,127000
65,6.23083,3,127000
65,4.8742,3,127000
66,4.49736,3,127000
47,2.68192,3,127000
31,0.411135,2,126900
65,7.20064,3,126750
65,7.20064,3,126750
65,7.20064,3,126750
55,5.23674,3,126500
55,3.16964,3,126500
61,5.47245,3,126189
64,9.71245,3,126000
160,8.34371,10,126000
74,6.82161,3,126000
84,6.8129,3,126000
74,6.72591,3,126000
74,6.72591,2,126000
74,6.72591,3,126000
74,6.72591,3,126000
74,6.72591,3,126000
74,5.64468,3,126000
54,4.5705,3,126000
54,4.45021,3,126000
52,4.45021,3,126000
70,4.33231,2,126000
57,4.1511,2,126000
54,3.8098,3,126000
54,3.8098,3,126000
56,2.16739,2,126000
70,2.057,4,126000
63,2.057,3,126000
77,1.89028,2,126000
60,1.05806,2,126000
58,0.156989,3,126000
52,6.23083,2,125952
52,6.23083,2,125952
63,9.71245,3,125740
23,1.26526,1,125500
57,6.23083,1,125466
57,9.71245,3,125370
280,26.7801,5,125000
300,26.7801,6,125000
150,24.5624,1,125000
160,16.49,7,125000
245,15.5261,,125000
200,15.5261,,125000
152,13.8958,5,125000
240,12.8836,10,125000
370,12.7467,,125000
195,11.8296,1,125000
225,10.8419,5,125000
174,10.4045,10,125000
83,9.71245,3,125000
48,9.71245,2,125000
48,9.71245,2,125000
74,9.39322,3,125000
98,9.38009,4,125000
90,9.31894,5,125000
83,8.42182,4,125000
102,7.96169,4,125000
83,7.84599,4,125000
62,7.25097,3,125000
90,7.20064,4,125000
80,7.20064,4,125000
203,7.20064,6,125000
83,7.11614,4,125000
80,6.8129,3,125000
62,6.72591,3,125000
81,6.68038,4,125000
62,6.23083,3,125000
48,6.0833,2,125000
102,6.02467,4,125000
58,5.92751,2,125000
61,5.92751,3,125000
146,5.37728,6,125000
81,5.37728,4,125000
43,5.29784,2,125000
82,5.22139,4,125000
81,5.22139,4,125000
41,4.9667,2,125000
55,4.8742,2,125000
81,4.78557,4,125000
45,4.78557,2,125000
72,4.73454,3,125000
64,4.66351,2,125000
60,4.66351,2,125000
65,4.45695,3,125000
65,4.22657,3,125000
65,4.22657,3,125000
65,4.22657,3,125000
65,4.22657,3,125000
100,4.20169,10,125000
69,4.20169,3,125000
100,4.20169,3,125000
65,4.1511,3,125000
65,4.1511,3,125000
64,4.1511,3,125000
70,4.06245,4,125000
50,4.06245,2,125000
90,4.06245,2,125000
56,4.06245,2,125000
150,3.90821,5,125000
60,3.83992,3,125000
70,3.78758,3,125000
76,3.64191,3,125000
100,3.59518,3,125000
80,3.59195,4,125000
73,3.24775,3,125000
58,3.16964,2,125000
59,3.16964,2,125000
57,3.16964,2,125000
70,2.96816,3,125000
74,2.96816,3,125000
73,2.96816,3,125000
52,2.96816,3,125000
52,2.94191,2,125000
52,2.94191,2,125000
74,2.67312,3,125000
80,2.63446,3,125000
62,2.3504,3,125000
57,2.3504,3,125000
107,2.21972,2,125000
73,2.21972,3,125000
42,2.16739,2,125000
42,2.16739,2,125000
42,2.16739,2,125000
42,2.16739,2,125000
42,2.16739,2,125000
42,2.16739,2,125000
54,2.057,1,125000
62,2.057,2,125000
51,2.057,2,125000
61,2.057,3,125000
62,2.057,3,125000
42,2.03596,2,125000
55,1.89028,2,125000
271,1.63052,5,125000
480,1.63052,,125000
56,1.43593,2,125000
30,1.43364,1,125000
60,1.43364,3,125000
30,1.43364,1,125000
30,1.43364,1,125000
58,1.06401,4,125000
65,1.05806,2,125000
45,1.01797,2,125000
41,1.01797,2,125000
60,0.932008,3,125000
57,0.80775,2,125000
225,0.156989,5,125000
60,0.156989,2,125000
63,0.156989,3,125000
60,0.156989,3,125000
31,0.156989,2,125000
50,0.156989,2,125000
48,0.156989,2,125000
83,0.156989,4,125000
85,7.05503,3,124900
78,5.65984,3,124900
61,5.09899,2,124900
59,4.5705,2,124900
61,3.16964,3,124900
61,2.16739,3,124900
61,2.057,3,124900
72,2.057,3,124900
90,4.06245,3,124888
62.29,4.57727,3,124580
72,8.15602,4,124550
63.6,3.59195,3,124500
400,16.49,4,124000
60,9.71245,3,124000
54,9.71245,1,124000
77,6.69911,3,124000
86,5.19181,3,124000
65,4.1511,3,124000
66,3.54681,2,124000
62,2.9817,3,124000
99,1.66622,4,124000
66,1.32601,2,124000
38,1.15138,2,124000
80,0.848632,4,124000
51,0.478076,2,124000
72,6.93205,4,123500
50,3.8098,2,123500
63.25,3.59195,3,123500
46.95,3.16964,3,123200
77,1.63052,3,123200
343,10.4045,6,123000
90,8.41157,4,123000
53,8.15602,2,123000
208,7.20064,7,123000
68,7.10026,3,123000
175,6.31245,7,123000
73,6.0833,2,123000
73,6.0833,3,123000
67,5.60965,3,123000
65,4.32913,2,123000
70,2.96816,3,123000
48,2.67503,2,123000
68,1.86018,2,123000
52,1.60348,2,123000
60,1.55045,3,123000
68,1.51172,3,123000
68,1.49218,3,123000
68,0.156989,3,123000
54,0.156989,3,123000
67,9.71245,3,122500
71,5.92751,2,122500
67,5.23674,3,122500
70,4.49736,2,122500
69,4.49736,2,122500
70,4.49736,2,122500
56,3.8098,3,122500
60,3.8098,3,122500
70,3.16964,2,122500
57,3.16964,3,122265
65,9.71245,2,122000
49,9.71245,2,122000
175,9.31894,,122000
175,9.31894,5,122000
129,9.31894,4,122000
62,8.15602,2.5,122000
94,7.36133,4,122000
61,7.05503,3,122000
175,6.75653,5,122000
62,6.43228,3,122000
76,5.50399,3,122000
67,5.30318,2,122000
51,5.14228,2,122000
66,5.09024,3,122000
72,4.79129,3,122000
77,4.73454,3,122000
77,4.5705,3,122000
67,4.33231,3,122000
66,4.33231,3,122000
67,4.19315,3,122000
66,3.83992,2,122000
56,3.8098,3,122000
81,3.68636,4,122000
66,3.3825,3,122000
77,3.36839,4,122000
81,3.36839,4,122000
81,3.24775,4,122000
49,3.20643,2,122000
49,3.20643,2,122000
49,3.20643,2,122000
46.46,3.16964,2,122000
70,3.16964,3,122000
81,2.98057,4,122000
81,2.98057,4,122000
47,2.16739,3,122000
51,2.057,2,122000
66,1.88458,2,122000
66,1.56083,2,122000
51,1.32794,3,122000
66,0.156989,2,122000
51,2.67382,2,121900
31,1.06401,2,121900
31,0.411135,2,121900
31,0.156989,2,121900
31,0.0246945,2,121900
45,4.90635,2,121500
47,3.79518,2,121500
47,3.79518,2,121500
45,1.63052,2,121500
68,3.47996,3,121400
44.96,1.89028,2,121392
55,6.23083,1,121330
55,6.23083,1,121330
55,7.20064,2,121000
78,5.23674,4,121000
55,3.56307,2,121000
111,3.40701,3,121000
64,2.70573,2,121000
39,0.716527,1,121000
45,0.424649,2,121000
57,7.20064,3,120603
57,7.20064,3,120603
57,7.20064,3,120603
67,9.71245,3,120600
67,6.1321,3,120600
67,6.1321,3,120600
67,3.20643,3,120600
67,3.20643,3,120600
67,0.156989,3,120600
55,6.23083,2,120516
51,4.45695,2,120500
300,26.7801,8,120000
278,26.7801,7,120000
260,26.7801,7,120000
176,18.6196,6,120000
250,16.49,5,120000
236,15.5261,8,120000
300,13.1723,9,120000
126,12.7992,5,120000
220,11.8296,5,120000
208,11.5714,5,120000
70,10.8419,4,120000
385,10.4045,5,120000
265,10.3548,6,120000
253,10.3071,6,120000
250,10.3062,8,120000
91,9.71245,4,120000
50,9.71245,3,120000
120,9.59386,4,120000
226,9.39322,6,120000
59,9.39322,2,120000
100,9.39322,5,120000
140,9.10351,5,120000
96,8.15602,4,120000
100,8.15602,4,120000
86,7.80819,5,120000
82,7.69545,4,120000
303,7.69442,5,120000
130,7.58397,5,120000
75,7.58397,2,120000
390,7.39981,1,120000
84,7.26699,3,120000
300,7.20064,6,120000
62,7.20064,2,120000
67,7.20064,3,120000
100,7.11614,4,120000
135,7.05503,,120000
79,6.8129,4,120000
88,6.77976,3,120000
84,6.34408,3,120000
107,6.29973,4,120000
104,5.91953,4,120000
78,5.91953,2,120000
69,5.91953,5,120000
178,5.79053,5,120000
114,5.74776,,120000
92,5.74776,3,120000
72,5.73633,4,120000
55,5.40418,3,120000
108,5.37728,4,120000
67,5.30318,3,120000
45,5.10098,2,120000
45,5.10098,2,120000
57,5.09024,2,120000
45,5.09024,2,120000
62,4.8742,3,120000
45,4.78557,2,120000
45,4.78557,2,120000
67,4.73151,3,120000
78,4.70899,2,120000
67,4.70509,2,120000
56,4.40545,3,120000
79,4.37184,3,120000
77,4.33231,2,120000
77,4.19315,3,120000
109,4.06245,5,120000
69,4.06245,3,120000
69,4.06245,3,120000
200,3.90821,5,120000
61,3.83992,3,120000
62,3.83992,2,120000
100,3.81317,4,120000
56,3.8098,3,120000
56,3.8098,3,120000
63,3.56307,3,120000
57,3.56307,2,120000
65,3.52113,3,120000
48,3.28594,2,120000
63,3.26272,3,120000
63,2.70644,2,120000
71,2.67382,3,120000
157,2.67382,6,120000
106,2.63446,6,120000
41,2.55868,2,120000
71,2.53719,3,120000
51,2.17954,2,120000
156,2.16739,5,120000
157,2.057,,120000
55,1.89028,2,120000
45,1.71172,2,120000
52,1.56083,2,120000
62,1.43364,2,120000
48,1.15138,2,120000
62,0.932008,2,120000
51,0.932008,2,120000
51,0.932008,2,120000
80,0.848632,3,120000
80,0.59264,3,120000
90,0.424649,4,120000
37,0.424649,2,120000
60,0.156989,2,120000
78,0.156989,3,120000
62,0.156989,2,120000
68,6.77976,2,119999
89,9.71245,4,119900
59,9.71245,3,119900
58,7.7992,2,119900
78,7.25097,3,119900
92,5.74776,3,119900
56,4.92859,2,119900
56,3.8098,3,119900
56,3.8098,3,119900
45,4.32913,1,119700
52,9.71245,2,119600
56,4.40545,3,119500
82,5.37728,4,119260
200,15.5261,5,119000
111,11.8296,4,119000
160,10.4045,10,119000
306,10.4045,6,119000
160,10.4045,5,119000
102,9.71245,4,119000
75,9.71245,3,119000
87,8.42182,4,119000
64,6.36535,3,119000
92,6.1321,3,119000
76,5.92751,3,119000
76,5.92751,3,119000
125,5.37728,5,119000
84,5.37728,4,119000
91,5.10389,2,119000
91,5.10342,2,119000
91,5.10337,2,119000
91,5.10299,2,119000
41,4.9667,2,119000
92,4.78557,3,119000
77,4.64484,3,119000
70,4.33231,4,119000
102,4.19315,,119000
58,4.17475,2,119000
77,4.1511,3,119000
81,4.1511,3,119000
81,3.8098,2,119000
60,3.52113,2,119000
75,3.20643,3,119000
50,2.75619,2,119000
53,2.34047,2,119000
56,2.057,2,119000
69,1.95259,2,119000
69,1.83145,2,119000
69,1.83145,2,119000
62,1.63052,2,119000
60,1.42375,3,119000
62,0.691768,3,119000
62,0.691768,2,119000
62,0.665424,2,119000
62,0.665424,2,119000
62,0.424649,3,119000
69,0.424649,3,119000
60,0.156989,3,119000
62,0.156989,2,119000
62,0.156989,2,119000
62,0.156989,2,119000
32,0.156989,1,119000
62,0.156989,2,119000
62,0.156989,3,119000
62,0.156989,2,119000
62,0.0246945,2,119000
62,0.0246945,2,119000
250,8.66102,,118900
60,2.057,2,118900
66,9.71245,3,118800
66,3.20643,3,118800
66,3.20643,3,118800
66,0.156989,3,118800
64,9.71245,3,118500
80,9.71245,3,118500
80,6.0833,3,118500
118,7.58397,5,118000
83,7.39893,4,118000
61,6.77976,2,118000
61,6.77976,2,118000
56,6.23083,2,118000
84,5.23674,5,118000
65,4.4049,3,118000
65,4.4049,2,118000
