size,distance_from_center,price
420,5.37728,300000
185,7.80819,300000
300,16.49,300000
360,8.15602,300000
406,7.85073,300000
399,9.38009,300000
400,8.41157,300000
200,9.71245,300000
70,9.71245,300000
109,0.156989,300000
360,6.77913,300000
360,7.69739,300000
420,5.91953,300000
293,8.69547,300000
270,8.15602,300000
250,4.57727,300000
360,4.55519,300000
350,8.15602,300000
360,8.15602,300000
208,6.03762,300000
205,4.46389,300000
350,5.79053,300000
198,2.70573,300000
205,9.39322,300000
175,5.09024,300000
118,9.71245,300000
120,13.7775,300000
122,3.36839,300000
97,2.67382,300000
109,1.30549,300000
90,2.057,300000
116,0.727155,300000
88,2.63446,300000
125,3.56307,300000
112,7.20064,300000
175,5.09024,300000
180,6.02467,300000
116,1.01797,299999
116,0.424649,299999
116,0.50465,299999
205,4.78557,299900
170,8.41157,299900
280,6.8129,299900
119,1.06401,299900
156,1.43364,299900
97,0.411135,299900
136,0.156989,299900
140,4.06245,299900
450,7.80819,299500
356,18.1767,299011
190,6.0833,299000
450,26.7801,299000
340,9.71245,299000
325,9.31894,299000
130,4.8742,299000
240,4.99941,299000
406,7.8324,299000
406,9.38009,299000
130,3.86994,299000
230,5.29784,299000
365,5.7983,299000
220,5.16012,299000
137,3.69383,299000
150,5.09024,299000
109,0.156989,299000
109,0.424649,299000
220,5.09024,299000
100,0.156989,299000
114,0.574537,299000
121,5.78935,299000
120,0.50465,299000
150,0.623062,299000
109,0.156989,299000
109,0.351823,299000
115,2.14118,299000
105,0.351823,299000
114,0.660407,299000
84,1.43364,299000
150,4.33231,299000
109,0.351823,299000
98,5.09024,299000
109,0.414536,299000
150,2.27426,299000
114,0.156989,299000
100,1.01797,299000
95,5.64468,299000
197,3.59195,299000
238,6.36535,298900
150,7.20064,298708
150,1.89028,298708
114,2.057,298500
148,5.09899,298500
148,5.09899,298500
148,4.82513,298500
111,4.06245,298500
148,5.09899,298500
111,2.057,298500
129,1.06401,298000
191,3.06595,298000
191,3.07226,298000
191,3.03696,298000
191,3.07463,298000
99,1.15138,298000
191,3.16964,298000
208,5.09899,297000
208,6.05949,297000
176,6.05949,297000
175,5.09899,297000
208,5.09899,297000
193.2,7.10026,295455
107,0.424649,295405
107,0.623062,295405
360,9.71245,295000
200,4.64461,295000
140,7.24732,295000
117,5.78935,295000
117,5.09024,295000
109,2.70573,295000
120,2.057,295000
67,0.148558,295000
120,3.16964,295000
120,2.057,295000
96,4.29808,295000
117,0.156989,295000
82,0.156989,295000
120,2.29879,295000
117,5.09024,295000
120,2.14028,295000
153,5.09024,295000
117,5.78935,295000
117,4.44433,295000
117,4.33231,295000
120,2.16739,295000
67,0.424649,295000
117,5.09024,295000
142,0.156989,295000
92.32,1.43364,295000
115,0.156989,295000
170,8.14539,294000
140,9.71245,294000
140,9.71245,294000
138,9.71245,294000
220,16.49,292000
100,2.63446,291537
100,2.70047,291537
139,5.09024,290850
132,4.33231,290444
132,4.33231,290444
132,4.33231,290400
328,5.95892,290011
360,6.77913,290000
328,5.91953,290000
176,15.5261,290000
328,7.06187,290000
328,5.91953,290000
251,3.09931,290000
328,5.91953,290000
328,5.91953,290000
300,15.5261,290000
325,5.91953,290000
390,6.81289,290000
328,7.21263,290000
328,5.95892,290000
270,9.28964,290000
328,5.91953,290000
328,5.91953,290000
546,5.37728,290000
328,5.91953,290000
340,6.17354,290000
350,1.63052,290000
328,5.91953,290000
360,5.79053,290000
200,5.18473,290000
546,5.37728,290000
136,5.95892,290000
570,6.0833,290000
328,5.91953,290000
430,15.6609,290000
328,5.99689,290000
156,1.32601,290000
186,0.156989,290000
133,1.56083,290000
180,3.56307,290000
153,2.70573,290000
88,3.16964,290000
190,1.06401,290000
160,9.71245,290000
101,2.057,290000
73,1.01797,290000
133,0.156989,290000
133,1.88458,290000
120,1.97908,290000
200,0.741634,290000
160,2.057,290000
122,2.057,290000
122,3.16964,290000
133,3.83992,290000
122,2.16739,290000
87,2.16739,290000
328,5.91953,290000
132,4.44433,289982
95,1.43364,289888
101,2.67382,289888
415,10.2696,289000
300,5.91953,289000
320,6.73796,289000
188,6.64683,289000
95,0.424649,289000
82,0.825181,289000
95,1.06401,289000
92,1.43364,288888
105,1.5106,288750
103,4.27141,288400
106.8,1.89028,288360
106.8,1.89028,288360
320,7.45193,288000
125,2.16739,288000
125,2.50392,288000
125,3.16964,288000
125,2.057,288000
120,2.057,287900
92,1.43364,286888
92,3.83992,286888
95,1.43364,286888
87,1.43364,285888
254,9.31894,285500
254,8.2843,285000
267,6.10575,285000
321,5.50399,285000
200,6.34408,285000
267,5.73633,285000
83,0.0827487,285000
82,0.156989,285000
83,0.0827487,285000
83,0.433442,285000
83,0.433442,285000
83,0.433442,285000
83,0.156989,285000
83,0.433442,285000
83,1.43364,285000
82.5,1.43364,285000
83,1.01797,285000
83,0.156989,285000
83,0.180963,285000
80,0.424649,285000
162,0.156989,285000
96,4.27874,284999
80,1.43364,284888
94,1.43364,284888
144,7.20064,284700
56,4.8742,284000
117,5.09024,284000
180,7.45095,283900
105,0.424649,283500
82,1.43364,283000
109,2.057,282450
104.58,1.89028,282366
111,4.90635,281940
193,3.90821,281818
90,1.43364,280888
90,1.43364,280888
85,1.43364,280888
150,5.29784,280500
300,9.71245,280000
400,9.31894,280000
130,5.47531,280000
240,6.01333,280000
390,9.66143,280000
420,10.4045,280000
200,5.45448,280000
530,8.58106,280000
230,9.39322,280000
210,5.74776,280000
279,5.37728,280000
460,6.0833,280000
255,11.7119,280000
267,16.49,280000
230,10.8419,280000
200,5.47531,280000
451,15.5261,280000
200,9.71245,280000
109,1.06401,280000
124,9.71245,280000
150,5.09024,280000
122,4.06245,280000
86,1.15138,280000
108,5.09024,280000
124,9.71245,280000
86,2.057,280000
124,3.20643,280000
150,3.90821,280000
123,3.36839,280000
87,1.00743,280000
108,5.78935,280000
109,5.78935,280000
158,5.37728,280000
115,3.25484,280000
130,5.09024,280000
108,4.33231,280000
124,3.20643,280000
159,3.90821,280000
86,2.057,280000
86,2.057,280000
159,3.90821,280000
125,3.36839,280000
159,5.59992,280000
109,5.78935,280000
108,5.78935,280000
105,5.09024,280000
123,3.36839,280000
86,2.057,280000
100,0.389715,280000
125,4.20169,280000
159,3.90821,280000
86,2.057,280000
93,1.56083,280000
109,4.33231,280000
139,9.71245,280000
109,5.09024,280000
148,5.78935,279999
98,5.09024,279999
240,6.01333,279900
92,0.156989,279900
102,0.414536,279900
100,0.414536,279900
100,0.414536,279900
100,0.414536,279900
100,0.424649,279900
93,0.414536,279900
83,0.424649,279500
320,5.37728,279000
257,5.37728,279000
320,5.37728,279000
319,5.37728,279000
320,5.37728,279000
90,1.43364,278888
80,1.43364,278888
123,5.47245,278888
123,2.057,278500
139,3.36839,278000
126,5.09024,277244
126,4.33231,277244
99,1.23374,277200
102.62,1.89028,277074
103,5.09024,277000
101,9.71245,277000
92,1.43364,276888
79,1.43364,276888
92,1.43364,276888
132,4.33231,276885
474,7.1216,275000
430,1.63052,275000
105,2.63446,275000
104,0.424649,275000
162,3.56307,275000
104,0.424649,275000
104,0.156989,275000
97,2.057,275000
162,3.78908,275000
117,5.09024,275000
104,0.414536,275000
162,3.71063,275000
105,2.63446,275000
100,3.68636,275000
100,3.24775,275000
104,0.424649,275000
117,5.09024,275000
162,3.56307,275000
111,0.156989,275000
104,0.424649,275000
104,0.622383,275000
96,1.15138,275000
162,3.56307,275000
149,9.71245,275000
162,3.56307,275000
98,1.63052,274000
98,0.0246945,274000
105,1.40909,274000
98,0.156989,274000
98,0.691768,274000
82,1.43364,273888
80,1.43364,273888
88,1.43364,273888
124,9.71245,273000
114,5.14228,272928
63.54,1.43364,272888
79,1.43364,272888
94,1.56083,272600
109,1.30549,272500
109,2.67382,272500
109,2.58165,272350
350,26.7801,272000
149,9.71245,272000
140,4.57475,272000
122.5,4.21382,272000
122.5,4.21382,272000
122.5,4.21382,272000
122.5,4.21382,272000
80,1.43364,271888
82,2.52048,271491
98,0.424649,271000
140,9.71245,271000
91,1.43364,270888
79,1.43364,270888
405,10.4045,270000
490,7.80819,270000
80,2.63446,270000
483,6.0833,270000
150,5.22707,270000
260,5.91953,270000
129,1.06401,270000
500,6.77913,270000
310,7.20064,270000
222,9.71245,270000
123,7.06187,270000
400,10.4045,270000
315,1.63052,270000
460,10.4045,270000
300,5.79053,270000
400,2.60446,270000
385,10.4045,270000
165,2.63446,270000
460,6.0833,270000
300,5.79053,270000
1000,33.3736,270000
500,7.20064,270000
97,15.5261,270000
278,9.38009,270000
420,5.37728,270000
150,2.63446,270000
520,8.32368,270000
100,1.89028,270000
118,2.14118,270000
85,0.424649,270000
150,1.0579,270000
89,2.14118,270000
133,0.665424,270000
70,0.424649,270000
101,0.665424,270000
100,1.06401,270000
107,1.32794,270000
100,2.94191,270000
110,1.79852,270000
105,0.902423,270000
138,4.19315,270000
108,1.06401,270000
100,2.67382,270000
107,13.7775,270000
148,0.156989,270000
100,1.06401,270000
385,10.4045,270000
80,1.43364,269888
79,1.43364,269888
142,5.09024,269800
110,0.424649,269000
103,2.057,269000
100,5.47245,268888
88,1.43364,268888
80,1.43364,267888
101,4.90635,267640
88,1.43364,266888
86,3.8098,266600
148,0.156989,266400
76,4.33231,266000
90,1.43364,265888
102,9.71245,265500
181,7.20064,265000
180,4.57727,265000
370,8.81504,265000
230,5.40701,265000
285,10.4045,265000
180,4.64076,265000
80,7.48647,265000
225,5.74776,265000
155,4.4936,265000
80,0.156989,265000
130,0.156989,265000
92,2.16739,265000
112,2.91666,265000
130,0.660407,265000
130,0.848632,265000
130,1.05806,265000
88,0.424649,265000
154,7.20064,265000
101,0.424649,265000
100,2.98057,265000
125,1.33619,265000
99,2.16739,265000
99,2.16739,265000
125,1.24542,265000
121,2.70573,265000
311,4.57727,265000
80,2.52048,264759
82,1.43364,264000
102,3.79518,263500
79,1.43364,262888
75,5.09024,262500
105,1.30549,262500
106.8,1.89028,262150
130,1.06401,262000
130,0.156989,262000
130,1.06401,262000
130,1.06401,262000
75,2.85759,262000
91,0.825181,261888
90.44,1.43364,261888
80,1.43364,260888
92,1.43364,260888
176,5.50399,260000
420,6.48836,260000
280,6.51185,260000
125,2.057,260000
480,9.38009,260000
300,3.82897,260000
312,1.63052,260000
200,7.20064,260000
160,4.57727,260000
230,6.8129,260000
360,6.54181,260000
367,15.5261,260000
300,7.20064,260000
160,7.05503,260000
357,6.65822,260000
405,13.1885,260000
380,9.71245,260000
280,6.17354,260000
390,6.17354,260000
125,4.57727,260000
390,6.59566,260000
360,6.48836,260000
143,1.06401,260000
98,1.15138,260000
109,2.14118,260000
102,9.71245,260000
88,0.691768,260000
140,4.75251,260000
122,1.05806,260000
142,4.78557,260000
122,1.05806,260000
155,3.48575,260000
61,0.825181,260000
91,1.05806,260000
235,5.0147,259911
251,6.36535,259900
105,7.20064,259900
256,10.3071,259900
82,1.43364,259900
82,1.43364,259500
240,7.11614,259000
205,7.84599,259000
153,8.41845,259000
144,9.71245,259000
104,0.156989,259000
71,0.825181,258888
82,1.43364,257888
103,2.9817,257500
103,9.71245,257500
103,3.16964,257500
103,4.06245,257500
95.35,1.89028,257445
84,1.43364,256888
104.58,1.89028,256700
160,5.09899,256143
160,5.09899,256143
169,5.69251,256143
160,5.69251,256140
170,5.09899,256000
81.22,1.43364,255888
87,1.43364,255888
82,1.43364,255888
150,2.63446,255000
225,7.20064,255000
150,2.63446,255000
120,2.63446,255000
150,2.48675,255000
185,5.50686,255000
150,2.4591,255000
150,2.51166,255000
120,2.47708,255000
275,3.78359,255000
521,8.41157,255000
115,2.52048,255000
110,4.78557,255000
101,4.78557,255000
108,0.716527,255000
108,0.716527,255000
81,1.43364,255000
120,2.63446,255000
86,0.424649,255000
120,6.04499,254900
82,1.43364,254888
82,1.43364,254888
110,3.16964,254500
82,1.43364,254000
89,1.43364,253888
78,1.43364,253888
78,1.43364,253888
89,1.43364,253888
126,6.01907,253280
84,1.43364,252888
96,0.156989,252000
83,1.43364,252000
126,9.71245,252000
140,5.09024,252000
102.62,1.89028,251900
83,1.43364,250888
84,1.43364,250888
135,5.09899,250000
240,2.70644,250000
500,26.7801,250000
280,7.5944,250000
128,7.06187,250000
171,5.41788,250000
125,1.15138,250000
223,7.06187,250000
280,9.71245,250000
90,15.5261,250000
500,10.4045,250000
250,5.37728,250000
518,9.38009,250000
110,0.414536,250000
57,4.13674,250000
250,7.86837,250000
306,6.0833,250000
298,7.20064,250000
270,5.74776,250000
300,9.28964,250000
92,6.01333,250000
240,9.09402,250000
280,9.28964,250000
280,6.41769,250000
260,5.50399,250000
342,7.28682,250000
200,3.40549,250000
120,13.8446,250000
325,9.39322,250000
320,5.37728,250000
270,6.8129,250000
255,6.9613,250000
215,5.50686,250000
330,8.11899,250000
300,8.01876,250000
403,10.4045,250000
500,26.9557,250000
370,9.19257,250000
220,7.11614,250000
220,5.50399,250000
239,10.4045,250000
135,4.99941,250000
390,11.8296,250000
276,5.70998,250000
500,26.7472,250000
486,10.4045,250000
201,6.65189,250000
200,6.01333,250000
97,6.34408,250000
154,2.16739,250000
160,0.156989,250000
99,2.16739,250000
100,0.156989,250000
100,2.16739,250000
81,2.057,250000
96,2.16739,250000
90,1.06401,250000
107,1.24542,250000
147,5.29784,250000
154,2.16739,250000
109,0.907176,250000
92,1.06401,250000
106,5.09899,250000
101,0.691768,250000
105,0.156989,250000
74,2.16739,250000
85,0.993698,250000
100,1.24542,250000
90,0.424649,250000
90,0.291297,250000
108,0.716527,250000
84,0.665424,250000
122,4.78557,250000
113,2.35579,250000
96,3.16964,250000
96,2.057,250000
78,0.617663,250000
91,0.848632,250000
87,3.16964,250000
160,5.09899,250000
103,2.14118,250000
93,9.71245,250000
93,3.83992,250000
100,5.09899,250000
120,2.61661,250000
100,2.52452,250000
104,3.16964,250000
342,6.93042,250000
340,6.34408,250000
170,6.0833,249900
135,6.17354,249900
301,9.28964,249888
130,4.06245,249600
96,1.06401,249500
360,6.0833,249000
243,8.15602,249000
368,6.36535,249000
367,6.0833,249000
320,5.92315,249000
193,6.9345,249000
200,8.15602,249000
98,5.09024,249000
160,4.78557,249000
112,0.156989,249000
111,4.06245,249000
118,2.98057,249000
58,4.90635,248900
346,9.28964,248000
140,5.09899,248000
88,3.47996,248000
63,4.90635,247900
124,3.20643,247888
113,2.14118,247500
116,6.8129,247000
95,1.06401,247000
85,1.43364,246888
154,5.09899,246583
162,5.69251,246583
154,5.69251,246580
145,3.18898,246500
140,15.5261,246000
140,22.6142,246000
123,3.24462,246000
93,3.56307,246000
93,3.54341,246000
95,2.78117,245600
85,1.06401,245000
119,1.05038,245000
150,7.05503,245000
190,7.84599,245000
220,5.88943,245000
250,5.29784,245000
126,4.06245,245000
133,7.10026,245000
87,3.56307,245000
98,4.33231,245000
91,0.156989,245000
98,5.50095,245000
88,4.06245,245000
113,2.67382,245000
91,0.156989,245000
82,2.057,245000
130,0.414536,245000
94,2.057,245000
88,4.06245,245000
98,0.156989,245000
100,2.22252,245000
100,2.22624,245000
100,2.20666,245000
100,2.20805,245000
133,2.08185,245000
152,1.24542,245000
260,10.4045,245000
80,1.43364,244888
88,1.43364,244888
79,0.825181,244888
88,1.43364,244888
97,3.28289,243650
116,4.78557,243600
171,9.71245,243000
135,9.71245,243000
135,0.156989,243000
135,9.39322,243000
83,1.43364,242888
80,1.43364,242888
97,4.33231,242500
97,5.50095,242500
88,3.54341,242000
88,3.54341,242000
85,1.43364,241888
171,9.71245,240000
770,22.3943,240000
285,7.80819,240000
171,9.71245,240000
300,1.63052,240000
171,4.17487,240000
400,9.38009,240000
770,22.3532,240000
483,7.21206,240000
262,9.28964,240000
260,6.60624,240000
210,5.09899,240000
285,10.2984,240000
80,2.14118,240000
99,3.83992,240000
104,1.56083,240000
87,3.54341,240000
104,1.56083,240000
98,1.88458,240000
153,0.691768,240000
100,2.057,240000
96,2.057,240000
115,0.411135,240000
87,3.54341,240000
80,2.057,240000
120,1.96434,240000
91,1.15138,240000
104,1.56083,240000
100,4.06245,240000
94,0.0246945,240000
78,2.16739,240000
104,2.057,240000
120,1.88172,240000
142,4.78557,240000
94,0.424649,240000
74,3.63668,240000
142,4.83002,240000
60,1.43364,240000
104,1.32794,240000
160,4.33231,240000
160,0.156989,240000
101,3.28594,240000
117,2.85759,240000
153,0.156989,240000
75,2.14118,240000
142,4.78557,240000
92,2.98057,240000
240,5.09899,240000
80,9.71245,239900
91,2.14118,239900
115,0.411135,239900
78,1.43364,239888
110,1.89028,239800
91,1.15138,239500
183,3.90821,239000
102,2.16739,239000
102,2.16739,239000
97,0.615798,239000
93,3.79518,239000
94,0.394769,239000
94,0.394769,239000
94,0.394769,239000
98,2.99064,239000
90,9.71245,239000
102,1.5106,239000
98,3.16964,239000
119,2.02293,238900
95,1.01797,238900
85,1.43364,238888
83,1.43364,238888
83,1.43364,238888
78,1.43364,238888
78,1.43364,238888
119,0.156989,238000
83,1.43364,237888
78,1.43364,237888
80,1.43364,237888
85,1.43364,237888
78.79,1.43364,237888
92,2.78117,237800
95,0.156989,237500
95,0.156989,237500
79,0.424649,237000
79,0.132545,237000
110,9.71245,237000
79,0.424649,237000
129,2.70644,236900
68,1.43364,236888
430,10.4045,236500
139,7.20064,236300
85,1.43364,235888
140,4.78557,235000
94,2.9817,235000
143,2.057,235000
260,5.91953,235000
100,0.156989,235000
133,0.665424,235000
102,5.09899,235000
59,0.180963,235000
102,5.09899,235000
111,1.32601,235000
96,5.30318,235000
102,5.09899,235000
162,5.29784,235000
98,0.156989,235000
104,5.70676,235000
102,5.29784,235000
102,6.43419,235000
102,0.156989,235000
111,0.156989,235000
111,1.43593,235000
162,5.29784,235000
103,5.70676,235000
110,1.56083,235000
54,0.614147,235000
101,4.78557,235000
103,5.6081,235000
162,6.06985,235000
126,7.20064,235000
120,2.61661,235000
110,0.156989,235000
115,0.424649,235000
120,2.61661,235000
54,0.424649,235000
95,2.057,235000
100,2.3617,235000
53,0.156989,235000
117,5.09024,235000
162,5.09899,235000
110,1.01797,235000
140,4.78557,235000
117,5.09024,235000
103,5.09899,234900
100,2.057,234700
246,5.23674,234600
95.35,1.89028,234000
150,4.78557,232500
95,5.14228,232309
85.93,1.89028,232011
100,7.20064,232000
150,4.78557,232000
80,0.836718,232000
54,3.83992,232000
110,3.78388,231000
79,1.43364,230888
78,1.43364,230888
300,3.59195,230000
180,5.74776,230000
280,8.15602,230000
300,7.20064,230000
180,9.71245,230000
180,5.74776,230000
270,9.71245,230000
440,5.37728,230000
90,2.14118,230000
260,6.44424,230000
463,6.76773,230000
243,11.0382,230000
230,7.80819,230000
128,2.63446,230000
250,4.20169,230000
326,9.31894,230000
323,9.71245,230000
235,5.74776,230000
246,5.23674,230000
217,4.934,230000
200,9.35649,230000
490,7.32481,230000
210,9.05971,230000
60,1.43364,230000
77,0.691768,230000
94,9.71245,230000
80,2.14118,230000
121,4.06245,230000
127,1.05806,230000
130,2.63446,230000
78,0.156989,230000
80,1.06401,230000
74,2.16739,230000
54,0.308738,230000
153,0.622383,230000
77,0.691768,230000
100,0.411135,230000
94,9.71245,230000
86,0.360957,230000
95,1.01797,230000
109,3.16964,230000
127,1.06401,230000
77,0.424649,230000
77,0.156989,230000
77,0.0246945,230000
77,1.63052,230000
77,0.156989,230000
77.38,0.615798,230000
99,3.16964,230000
70,0.180963,230000
60,1.43364,230000
80,0.424649,230000
77,0.424649,230000
102.2,1.15138,230000
75,5.09899,230000
94,1.06401,230000
80,2.29328,230000
102,0.156989,230000
56,1.43364,230000
77,0.156989,230000
77,0.156989,230000
110,0.907176,230000
87,3.29482,230000
127,1.06401,230000
109,3.16964,230000
127,1.05806,230000
97,4.17331,230000
127,0.848632,230000
115,5.39366,230000
77,0.156989,230000
127,0.424649,230000
109,2.14118,230000
102,2.057,230000
110,4.06245,230000
94,1.06401,230000
92,0.156989,230000
115,2.057,230000
77,0.156989,230000
288,8.15602,229900
79,1.43364,229888
78.82,1.43364,229888
85,1.43364,229888
92,2.98057,229500
92,3.36839,229500
92,2.98057,229500
92,3.36839,229500
92,2.98057,229500
92,2.98057,229488
105,0.156989,229000
114,2.057,229000
92,3.49996,229000
70,0.424649,229000
92,3.36839,229000
79,1.43364,228888
95,2.9817,228500
110,4.06245,228300
95,2.78117,228300
95,2.67382,228264
95.11,2.78117,228200
95.11,2.78117,228200
106,4.9667,228000
92,1.12599,228000
106,1.89028,228000
95,2.057,228000
95,2.057,228000
83,2.057,228000
114,5.39366,228000
87,1.24542,228000
82,0.622383,228000
106,1.89028,228000
92,1.12599,228000
83,2.79063,228000
87,1.24542,228000
91,5.36358,227500
103,5.09024,227000
103,5.09024,227000
103,4.33231,227000
103,4.33231,227000
103,5.09024,227000
106,1.89028,226730
114,6.23083,226235
77,3.83992,225888
81,1.43364,225888
81,1.43364,225888
80.84,0.825181,225888
77,1.43364,225888
81,1.43364,225888
110,3.57609,225500
82,2.67382,225500
113,6.23083,225126
114,6.23083,225125
94,0.424649,225024
430,9.31894,225000
250,6.97452,225000
366,1.63052,225000
430,10.4045,225000
312,7.77363,225000
100,1.05806,225000
105,5.09024,225000
99,3.83992,225000
87,2.057,225000
74,1.05806,225000
106,1.60348,225000
106,0.156989,225000
125,2.21972,225000
126,5.09024,225000
126,5.09024,225000
141,3.8098,225000
55,0.825181,225000
106,1.05806,225000
55,1.43364,225000
99,3.56307,225000
72,1.56083,225000
54,0.825181,225000
77,0.424649,225000
87,3.28289,225000
123,1.82865,225000
125,7.20064,225000
94,0.848632,225000
106,0.424649,225000
106,0.424649,225000
87,7.20064,225000
93,3.24775,224900
95,2.9817,224500
118,2.85759,224000
106,7.20064,222600
106,2.01541,222600
89,7.20064,222500
106,1.89028,222285
106,1.89028,222285
140,7.11614,222000
92,2.78117,221550
92,2.67382,221544
92.31,2.78117,221500
92.31,2.78117,221500
123,7.20064,221400
82,1.68098,221000
106,9.71245,221000
82,1.43364,220888
81.88,1.43364,220888
92,2.057,220800
90,2.057,220769
94,1.06401,220000
100,1.06401,220000
390,7.80819,220000
180,4.78557,220000
320,8.41157,220000
265,12.6185,220000
180,4.78557,220000
483,17.9752,220000
180,4.78557,220000
180,4.78557,220000
200,5.91953,220000
323,6.0833,220000
100,1.06401,220000
220,9.31894,220000
172,5.91953,220000
432,18.0156,220000
560,26.7801,220000
483,16.49,220000
193,3.90821,220000
172,6.28214,220000
172,6.08013,220000
172,5.91953,220000
172,5.91953,220000
127,7.80819,220000
320,9.31894,220000
180,4.78557,220000
483,16.49,220000
180,4.78557,220000
200,6.8129,220000
200,5.50399,220000
320,9.31894,220000
212,10.8419,220000
180,5.91953,220000
256,5.91953,220000
430,17.374,220000
2023,26.7472,220000
259,5.91953,220000
86,5.91953,220000
172,5.91953,220000
230,5.0247,220000
230,17.5813,220000
289,9.38009,220000
180,12.2769,220000
230,5.0247,220000
180,5.0247,220000
180,4.78557,220000
100,1.06401,220000
240,18.7499,220000
483,17.9752,220000
222,10.8419,220000
163,5.13976,220000
82.5,1.56083,220000
84,2.057,220000
75,0.424649,220000
101,2.34047,220000
71,2.34276,220000
59,1.43364,220000
100,9.71245,220000
82,0.156989,220000
104,4.73454,220000
84,2.057,220000
92,1.12599,220000
90,1.56083,220000
90,3.83992,220000
90,2.057,220000
109,0.965673,220000
93,2.14118,220000
82,1.56083,220000
80,3.8098,220000
90,1.76188,220000
82,1.76188,220000
84,0.424649,220000
125,2.98057,220000
71,0.849981,220000
82,1.76188,220000
94.57,3.16964,220000
66,0.710863,220000
90,2.057,220000
174,1.06401,220000
90,1.55985,220000
88,3.24775,220000
125,9.71245,220000
96,2.057,220000
82,2.057,220000
100,9.71245,220000
55,1.43364,220000
93,2.14118,220000
93,0.993698,220000
89,0.156989,220000
88,1.0054,220000
230,5.39366,220000
90,1.56083,220000
55,1.43364,220000
96,1.05806,220000
88,3.24775,220000
230,0.156989,220000
97,4.27141,219900
58,4.90635,219900
72,1.43364,219888
90,3.04747,219704
90,4.44433,219704
90,3.20643,219704
90,3.70029,219704
112,14.8455,219000
83,0.0246945,219000
110,1.06401,219000
110,1.06401,219000
110,1.01797,219000
110,2.85759,219000
99,1.24542,219000
87,2.057,219000
104,2.14118,219000
104,1.95622,219000
75,2.057,219000
110,0.156989,219000
110,1.06401,219000
87,1.24542,219000
83,0.156989,219000
87,0.156989,219000
110,1.06401,219000
110,1.06401,219000
84,0.156989,219000
137,2.057,218976
90,0.623062,218888
112,5.09899,218400
55,2.14118,218350
200,2.74578,218000
108,2.52048,218000
112,5.74776,218000
107,2.057,218000
90,3.20643,217700
90,4.33231,217700
145,9.71245,217500
76,2.16739,217400
95.5,3.16964,217300
73,2.16739,217000
73,1.43364,216887
88,2.057,216261
88,2.057,216261
88,2.057,216261
88,2.057,216261
92,2.67382,216200
98,6.77976,215600
97,6.77976,215600
72,1.06401,215460
413,5.23674,215000
128,7.80819,215000
502,9.31894,215000
432,16.49,215000
173,4.30986,215000
413,7.58397,215000
413,7.20064,215000
413,5.23674,215000
102,3.36839,215000
100,2.98057,215000
78,5.09024,215000
97,1.43364,215000
92,2.16739,215000
78,5.78935,215000
89,2.85759,215000
78,4.33231,215000
97,0.932008,215000
86,3.24775,215000
78,1.11384,215000
78,1.11384,215000
78,1.11384,215000
86,3.24775,215000
132,4.06245,215000
78,5.09024,215000
92,3.36839,215000
78,1.11384,215000
90,5.09024,215000
90,5.70676,215000
78,2.85759,215000
86,3.24775,215000
78,5.78935,215000
86,3.23992,215000
400,7.20064,215000
192,4.30986,214900
190,4.78557,214900
173,4.55249,214900
77.38,1.43364,214888
97,9.71245,214412
192,4.57727,214000
89,0.156989,214000
66,2.057,214000
66,1.95622,214000
66,2.14118,214000
97,6.23083,213576
79,0.424649,213300
79,0.424649,213300
320,9.09402,213000
320,9.66143,213000
320,9.09402,213000
320,9.09402,213000
396,9.09402,213000
107,3.83992,213000
85,5.36358,212500
66,2.057,212100
101,5.53949,212100
101,5.53949,212100
101,9.71245,212000
40,0.156989,212000
96,0.424649,212000
80,2.14118,212000
101,9.71245,212000
92,3.16964,211888
78.35,1.89028,211545
132,3.20643,211200
109,1.89028,211182
86,1.89028,211130
95,3.83992,211000
114,6.8129,210900
85.93,1.89028,210900
68,1.43364,210888
75.41,1.43364,210888
94,1.89028,210397
190,6.36535,210000
100,5.91953,210000
152,7.5354,210000
370,7.5944,210000
150,2.85759,210000
230,3.90821,210000
300,9.71245,210000
120,2.63446,210000
307,9.38009,210000
265,7.98225,210000
265,7.98225,210000
265,7.98225,210000
168,4.50603,210000
194,5.37728,210000
265,6.07807,210000
180,5.50399,210000
220,8.13179,210000
300,9.39322,210000
220,7.84599,210000
305,5.37728,210000
309,8.07256,210000
105,2.63446,210000
119,3.59195,210000
220,7.84599,210000
265,7.98225,210000
180,5.50399,210000
515,6.0833,210000
78,1.06401,210000
81,2.14118,210000
91,1.56083,210000
105,2.70573,210000
97,0.970393,210000
105,0.691768,210000
62,0.548847,210000
72,4.75884,210000
81,0.156989,210000
85,1.05806,210000
152,3.45257,210000
91,3.56307,210000
85,3.84297,210000
90,9.71245,210000
110,0.156989,210000
90,3.20643,210000
72,3.8098,210000
87,2.057,210000
62,0.548847,210000
105,0.156989,210000
105,0.0246945,210000
105,1.63052,210000
98,1.56083,210000
78,1.06401,210000
78,1.06401,210000
78,1.06401,210000
78,1.06401,210000
81,2.67503,210000
86,1.40909,210000
91,3.56307,210000
81,2.14118,210000
78,0.623062,210000
110,3.16964,210000
90,3.20643,210000
90,3.20643,210000
105,9.71245,210000
84,2.73517,210000
90,0.308738,210000
113,2.85759,210000
62,1.0579,210000
62,0.156989,210000
86,0.156989,210000
295,9.45912,209911
59,2.52048,209860
300,4.20169,209500
95,6.23083,209132
95,6.23083,209132
95,6.23083,209132
